id,id_cliente,nombre_proyecto,duracion,presupuesto,recursos_asignados,resultado,fecha_inicio,fecha_fin,solvencia_economica_empresa,certificaciones_requeridas,precio_hora,fortaleza_tecnologica,experiencia_requerida,numero_perfiles_requeridos,curriculums,titulaciones_empleados,certificacion_empleados,idiomas,lugar_trabajo,horarios_trabajo,plazos,transicion_inicial,facturacion_anual,volumetria,slas,entregables_oferta,disponibilidad_referencias,informacion_adicional
995,31,Proyecto_995,293,16643.29,Recurso C,Exito,2022-09-21,2022-10-22,Alta,False,99.29,Nivel Bajo,Sin Experiencia,4,28,Más del 75%,False,False,Híbrido,Fijo,10,2,1629544.82,True,True,Entregable C,False,Info A
482,29,Proyecto_482,279,813634.69,Recurso A,Exito,2021-04-26,2021-05-27,Baja,True,71.5,Nivel Alto,Sin Experiencia,9,23,Menos del 25%,False,False,Presencial,Flexible,3,2,2577049.71,False,True,Entregable A,True,Info A
576,39,Proyecto_576,235,486096.94,Recurso B,Exito,2021-07-29,2021-08-29,Media,False,19.67,Nivel Alto,Específica,17,42,Menos del 25%,False,False,Híbrido,Flexible,9,3,4692659.22,False,False,Entregable B,False,Info C
34,16,Proyecto_34,329,735569.93,Recurso B,Exito,2020-02-03,2020-03-05,Alta,False,62.22,Nivel Experto,General,17,10,Más del 75%,False,False,Presencial,Fijo,2,4,1981345.04,False,True,Entregable C,False,Info B
32,42,Proyecto_32,99,152106.94,Recurso A,Exito,2020-02-01,2020-03-03,Media,True,20.8,Nivel Alto,Sin Experiencia,19,45,Menos del 25%,True,False,Presencial,Fijo,4,4,1290747.1,True,False,Entregable C,True,Info A
232,17,Proyecto_232,163,974422.98,Recurso B,Exito,2020-08-19,2020-09-19,Baja,True,98.07,Nivel Experto,Específica,15,43,25%-50%,True,False,Remoto,Fijo,2,3,2156227.22,True,False,Entregable C,False,Info C
964,18,Proyecto_964,139,471941.71,Recurso A,Fracaso,2022-08-21,2022-09-21,Media,True,53.5,Nivel Alto,Sin Experiencia,6,35,Más del 75%,True,False,Híbrido,Fijo,7,2,289277.58,True,True,Entregable B,True,Info B
193,9,Proyecto_193,110,272246.49,Recurso A,Fracaso,2020-07-11,2020-08-11,Baja,True,51.86,Nivel Medio,General,10,13,25%-50%,False,True,Híbrido,Flexible,3,4,1492719.17,True,False,Entregable A,False,Info A
334,38,Proyecto_334,351,530249.58,Recurso C,Fracaso,2020-11-29,2020-12-30,Alta,True,86.19,Nivel Alto,Sin Experiencia,15,7,Más del 75%,False,True,Presencial,Flexible,3,3,4949714.84,True,True,Entregable B,True,Info B
4,43,Proyecto_4,15,865574.02,Recurso C,Fracaso,2020-01-04,2020-02-04,Baja,True,72.42,Nivel Medio,Sin Experiencia,5,6,25%-50%,True,False,Remoto,Flexible,5,1,838572.04,False,True,Entregable A,False,Info C
205,49,Proyecto_205,322,278435.96,Recurso A,Fracaso,2020-07-23,2020-08-23,Baja,True,72.27,Nivel Experto,General,7,27,Más del 75%,False,False,Híbrido,Flexible,10,3,4151600.36,False,True,Entregable A,False,Info C
515,16,Proyecto_515,236,11861.08,Recurso C,Fracaso,2021-05-29,2021-06-29,Media,False,19.64,Nivel Bajo,Sin Experiencia,16,10,25%-50%,False,True,Presencial,Fijo,5,1,4807464.18,False,True,Entregable C,False,Info A
800,45,Proyecto_800,126,36903.27,Recurso B,Fracaso,2022-03-10,2022-04-10,Alta,True,36.89,Nivel Experto,Específica,8,1,25%-50%,False,False,Remoto,Flexible,2,4,1643362.15,False,False,Entregable C,False,Info C
307,29,Proyecto_307,16,568796.68,Recurso B,Exito,2020-11-02,2020-12-03,Media,True,70.96,Nivel Medio,Específica,14,2,25%-50%,True,False,Remoto,Fijo,3,4,612331.73,True,False,Entregable C,True,Info B
110,33,Proyecto_110,207,436553.47,Recurso A,Fracaso,2020-04-19,2020-05-20,Alta,True,93.0,Nivel Alto,Específica,5,4,Menos del 25%,True,False,Presencial,Fijo,5,5,1747452.31,False,True,Entregable B,False,Info A
431,43,Proyecto_431,305,165072.05,Recurso B,Exito,2021-03-06,2021-04-06,Baja,False,92.62,Nivel Bajo,General,15,10,25%-50%,False,True,Presencial,Flexible,7,3,683687.66,True,False,Entregable C,True,Info A
78,15,Proyecto_78,295,652583.91,Recurso A,Fracaso,2020-03-18,2020-04-18,Alta,False,73.76,Nivel Bajo,General,12,28,Menos del 25%,False,True,Presencial,Fijo,10,5,2838579.34,True,True,Entregable B,False,Info A
85,45,Proyecto_85,71,600520.62,Recurso A,Fracaso,2020-03-25,2020-04-25,Baja,True,28.24,Nivel Alto,General,9,39,Menos del 25%,True,True,Remoto,Fijo,3,4,146204.02,True,True,Entregable A,False,Info C
287,19,Proyecto_287,63,953269.55,Recurso A,Fracaso,2020-10-13,2020-11-13,Media,True,47.28,Nivel Bajo,General,19,49,50%-75%,True,True,Híbrido,Flexible,6,3,205042.84,False,False,Entregable A,True,Info B
83,21,Proyecto_83,348,386615.51,Recurso C,Fracaso,2020-03-23,2020-04-23,Alta,False,77.85,Nivel Bajo,Específica,8,35,Menos del 25%,True,False,Presencial,Flexible,6,3,519115.91,False,False,Entregable B,True,Info B
992,30,Proyecto_992,10,346371.14,Recurso A,Exito,2022-09-18,2022-10-19,Media,False,90.73,Nivel Medio,Sin Experiencia,4,40,Más del 75%,True,True,Híbrido,Flexible,6,5,2806894.67,True,False,Entregable A,True,Info A
790,37,Proyecto_790,231,395861.79,Recurso C,Fracaso,2022-02-28,2022-03-31,Media,True,59.9,Nivel Medio,General,12,2,25%-50%,True,False,Híbrido,Flexible,11,4,3112502.38,False,True,Entregable A,True,Info C
895,12,Proyecto_895,316,468223.44,Recurso C,Exito,2022-06-13,2022-07-14,Alta,True,44.72,Nivel Experto,General,4,14,Más del 75%,True,True,Híbrido,Fijo,10,5,216367.83,True,True,Entregable A,True,Info C
399,29,Proyecto_399,291,991672.52,Recurso C,Fracaso,2021-02-02,2021-03-05,Alta,False,91.44,Nivel Alto,General,14,10,50%-75%,False,False,Presencial,Flexible,10,3,3551936.85,True,False,Entregable A,False,Info C
324,7,Proyecto_324,204,240319.08,Recurso A,Exito,2020-11-19,2020-12-20,Alta,True,56.23,Nivel Experto,Específica,3,29,25%-50%,False,True,Híbrido,Fijo,7,4,634869.97,False,False,Entregable A,True,Info A
520,28,Proyecto_520,278,393796.86,Recurso B,Exito,2021-06-03,2021-07-04,Media,False,87.92,Nivel Medio,General,13,14,Más del 75%,True,True,Presencial,Fijo,4,4,4650275.2,False,True,Entregable B,True,Info A
917,49,Proyecto_917,302,265591.52,Recurso C,Fracaso,2022-07-05,2022-08-05,Baja,True,81.42,Nivel Alto,Específica,1,24,Más del 75%,False,True,Híbrido,Flexible,4,3,4434520.39,True,True,Entregable B,False,Info C
923,26,Proyecto_923,186,864251.7,Recurso B,Fracaso,2022-07-11,2022-08-11,Alta,True,39.32,Nivel Alto,Específica,15,28,Más del 75%,True,True,Híbrido,Fijo,11,3,4532601.49,True,False,Entregable C,True,Info B
6,21,Proyecto_6,229,544506.78,Recurso A,Exito,2020-01-06,2020-02-06,Alta,True,88.22,Nivel Alto,Sin Experiencia,3,16,Menos del 25%,False,False,Híbrido,Flexible,8,5,1131194.49,True,False,Entregable C,False,Info C
732,28,Proyecto_732,88,385236.85,Recurso A,Exito,2022-01-01,2022-02-01,Media,False,83.99,Nivel Experto,Específica,8,40,25%-50%,True,False,Presencial,Fijo,11,1,2777396.76,True,False,Entregable A,True,Info A
466,48,Proyecto_466,207,965478.44,Recurso A,Fracaso,2021-04-10,2021-05-11,Baja,True,48.47,Nivel Medio,Específica,11,21,25%-50%,True,True,Presencial,Fijo,2,1,4246403.58,False,True,Entregable C,False,Info C
98,7,Proyecto_98,134,815628.63,Recurso A,Exito,2020-04-07,2020-05-08,Media,True,95.56,Nivel Experto,Específica,18,18,Menos del 25%,False,True,Híbrido,Fijo,7,5,1528297.77,True,False,Entregable C,False,Info A
267,23,Proyecto_267,328,537156.38,Recurso A,Fracaso,2020-09-23,2020-10-24,Alta,True,33.0,Nivel Bajo,Sin Experiencia,11,5,25%-50%,True,True,Híbrido,Fijo,3,1,4413300.14,False,True,Entregable B,False,Info C
358,46,Proyecto_358,38,157745.4,Recurso B,Exito,2020-12-23,2021-01-23,Alta,False,46.18,Nivel Bajo,Específica,4,22,50%-75%,True,False,Híbrido,Flexible,2,2,3745302.13,False,True,Entregable C,True,Info C
869,31,Proyecto_869,16,270048.89,Recurso A,Fracaso,2022-05-18,2022-06-18,Alta,True,35.67,Nivel Bajo,General,17,43,25%-50%,False,False,Remoto,Flexible,1,3,4848008.58,True,False,Entregable C,False,Info A
799,1,Proyecto_799,223,427229.6,Recurso C,Fracaso,2022-03-09,2022-04-09,Baja,True,19.19,Nivel Medio,General,19,12,Más del 75%,False,True,Híbrido,Fijo,4,3,3682656.93,True,False,Entregable B,False,Info A
381,46,Proyecto_381,143,455623.19,Recurso A,Exito,2021-01-15,2021-02-15,Media,True,87.42,Nivel Alto,Sin Experiencia,3,20,Más del 75%,True,False,Híbrido,Fijo,9,4,4563370.1,True,False,Entregable B,True,Info B
632,18,Proyecto_632,90,31814.81,Recurso A,Fracaso,2021-09-23,2021-10-24,Alta,False,34.07,Nivel Alto,General,3,33,50%-75%,True,False,Remoto,Fijo,10,5,4562319.03,False,False,Entregable C,True,Info C
382,24,Proyecto_382,228,234695.05,Recurso C,Fracaso,2021-01-16,2021-02-16,Alta,False,62.53,Nivel Medio,General,14,45,50%-75%,False,True,Híbrido,Fijo,7,2,915454.48,True,True,Entregable B,False,Info A
491,12,Proyecto_491,91,816967.2,Recurso C,Fracaso,2021-05-05,2021-06-05,Media,False,46.3,Nivel Alto,General,13,23,Menos del 25%,False,False,Remoto,Fijo,4,1,555753.0,True,True,Entregable B,False,Info C
119,12,Proyecto_119,240,174668.29,Recurso B,Fracaso,2020-04-28,2020-05-29,Media,False,27.62,Nivel Alto,Específica,3,1,Menos del 25%,False,True,Remoto,Flexible,5,2,50587.29,False,False,Entregable A,True,Info A
901,26,Proyecto_901,361,818515.35,Recurso B,Fracaso,2022-06-19,2022-07-20,Alta,False,64.36,Nivel Bajo,General,8,30,Más del 75%,False,False,Híbrido,Fijo,4,5,4079571.62,False,False,Entregable C,True,Info A
251,26,Proyecto_251,41,246664.78,Recurso C,Fracaso,2020-09-07,2020-10-08,Media,True,65.77,Nivel Alto,General,13,7,Más del 75%,False,False,Remoto,Fijo,3,2,1257466.19,True,True,Entregable C,True,Info C
524,24,Proyecto_524,236,726170.72,Recurso C,Exito,2021-06-07,2021-07-08,Baja,True,40.32,Nivel Alto,Específica,11,4,Más del 75%,True,True,Presencial,Fijo,6,3,2002003.51,False,False,Entregable A,False,Info B
10,11,Proyecto_10,143,238819.6,Recurso C,Fracaso,2020-01-10,2020-02-10,Baja,False,54.16,Nivel Medio,Sin Experiencia,8,13,Menos del 25%,False,True,Presencial,Fijo,4,5,4323352.4,False,True,Entregable B,True,Info C
197,44,Proyecto_197,322,373286.52,Recurso C,Exito,2020-07-15,2020-08-15,Alta,False,94.98,Nivel Medio,Específica,4,43,25%-50%,False,False,Remoto,Fijo,11,3,4661460.07,False,False,Entregable A,True,Info B
604,9,Proyecto_604,338,164817.99,Recurso B,Exito,2021-08-26,2021-09-26,Baja,True,39.44,Nivel Medio,Sin Experiencia,12,47,Más del 75%,False,False,Presencial,Flexible,5,1,2738435.61,False,True,Entregable C,False,Info B
82,40,Proyecto_82,14,567804.54,Recurso B,Exito,2020-03-22,2020-04-22,Media,False,82.7,Nivel Experto,Sin Experiencia,1,27,50%-75%,False,True,Remoto,Flexible,11,3,2606013.28,True,False,Entregable C,True,Info A
784,31,Proyecto_784,190,68502.95,Recurso A,Exito,2022-02-22,2022-03-25,Baja,False,73.79,Nivel Bajo,Sin Experiencia,13,24,Más del 75%,True,False,Presencial,Flexible,7,5,2305273.4,True,False,Entregable A,True,Info A
588,41,Proyecto_588,18,140035.91,Recurso B,Exito,2021-08-10,2021-09-10,Baja,False,43.46,Nivel Medio,Sin Experiencia,1,32,Más del 75%,False,False,Presencial,Flexible,6,2,4955872.42,True,False,Entregable C,True,Info A
798,46,Proyecto_798,328,27820.09,Recurso A,Fracaso,2022-03-08,2022-04-08,Alta,True,24.55,Nivel Alto,Sin Experiencia,1,5,Menos del 25%,True,True,Híbrido,Fijo,2,3,370266.64,False,True,Entregable B,False,Info B
240,48,Proyecto_240,351,790022.97,Recurso B,Exito,2020-08-27,2020-09-27,Media,True,77.16,Nivel Medio,Sin Experiencia,3,49,50%-75%,False,True,Presencial,Flexible,1,2,4547623.15,False,False,Entregable B,True,Info A
291,20,Proyecto_291,76,483451.68,Recurso C,Exito,2020-10-17,2020-11-17,Alta,True,93.42,Nivel Medio,Específica,9,44,50%-75%,True,True,Remoto,Flexible,1,2,646794.25,False,True,Entregable A,False,Info B
212,49,Proyecto_212,99,384691.66,Recurso C,Fracaso,2020-07-30,2020-08-30,Media,True,61.38,Nivel Medio,General,15,9,50%-75%,False,False,Presencial,Fijo,3,4,2790116.03,True,True,Entregable A,False,Info C
718,12,Proyecto_718,219,988531.83,Recurso C,Exito,2021-12-18,2022-01-18,Baja,True,81.11,Nivel Alto,General,3,37,50%-75%,False,True,Híbrido,Flexible,10,4,3308728.66,True,False,Entregable A,True,Info B
360,35,Proyecto_360,107,866013.79,Recurso A,Exito,2020-12-25,2021-01-25,Baja,False,80.16,Nivel Experto,Específica,5,12,50%-75%,False,True,Híbrido,Flexible,3,1,3175378.92,True,True,Entregable C,True,Info B
450,30,Proyecto_450,53,548576.41,Recurso C,Exito,2021-03-25,2021-04-25,Media,True,47.91,Nivel Experto,Sin Experiencia,10,12,Más del 75%,False,True,Remoto,Flexible,8,2,2422416.6,False,False,Entregable B,False,Info C
228,6,Proyecto_228,186,981424.01,Recurso A,Exito,2020-08-15,2020-09-15,Media,True,25.49,Nivel Experto,Sin Experiencia,12,23,25%-50%,False,False,Híbrido,Fijo,3,3,2086849.32,True,False,Entregable C,False,Info A
951,22,Proyecto_951,307,743571.44,Recurso A,Exito,2022-08-08,2022-09-08,Baja,True,39.84,Nivel Bajo,General,5,39,Más del 75%,True,False,Remoto,Flexible,5,1,2690724.75,True,True,Entregable C,False,Info B
947,10,Proyecto_947,17,124580.23,Recurso B,Fracaso,2022-08-04,2022-09-04,Baja,False,41.3,Nivel Bajo,General,14,42,Más del 75%,False,False,Híbrido,Fijo,7,4,1526372.92,False,False,Entregable B,True,Info C
797,9,Proyecto_797,175,484279.36,Recurso A,Exito,2022-03-07,2022-04-07,Alta,False,21.4,Nivel Alto,General,18,47,Menos del 25%,False,False,Presencial,Flexible,7,4,186089.8,True,False,Entregable B,False,Info A
502,23,Proyecto_502,140,761089.63,Recurso B,Fracaso,2021-05-16,2021-06-16,Media,False,47.81,Nivel Medio,General,13,10,25%-50%,True,False,Presencial,Flexible,10,1,2708194.97,True,True,Entregable A,True,Info B
465,32,Proyecto_465,224,100952.18,Recurso C,Exito,2021-04-09,2021-05-10,Baja,True,79.28,Nivel Experto,Específica,3,47,25%-50%,False,False,Presencial,Flexible,4,1,4628168.09,True,False,Entregable B,False,Info B
363,24,Proyecto_363,84,812579.07,Recurso A,Exito,2020-12-28,2021-01-28,Media,False,88.53,Nivel Experto,Específica,15,41,Menos del 25%,True,False,Remoto,Fijo,1,2,1314059.85,True,False,Entregable C,False,Info B
469,45,Proyecto_469,98,348959.8,Recurso C,Exito,2021-04-13,2021-05-14,Alta,True,78.1,Nivel Medio,Específica,17,2,50%-75%,False,True,Híbrido,Fijo,7,1,184511.48,False,True,Entregable A,True,Info A
936,46,Proyecto_936,255,901318.06,Recurso B,Fracaso,2022-07-24,2022-08-24,Baja,True,27.26,Nivel Bajo,Específica,14,19,25%-50%,False,False,Híbrido,Flexible,11,5,3216326.82,False,True,Entregable A,True,Info C
429,6,Proyecto_429,82,525560.46,Recurso C,Exito,2021-03-04,2021-04-04,Baja,False,22.37,Nivel Bajo,Sin Experiencia,1,47,Más del 75%,False,False,Híbrido,Flexible,4,5,4319380.15,False,True,Entregable B,False,Info A
8,19,Proyecto_8,13,986826.05,Recurso A,Exito,2020-01-08,2020-02-08,Alta,True,15.84,Nivel Experto,Sin Experiencia,14,48,Menos del 25%,True,False,Presencial,Fijo,5,3,2814938.44,True,False,Entregable B,True,Info A
156,37,Proyecto_156,292,561070.69,Recurso A,Fracaso,2020-06-04,2020-07-05,Alta,True,93.72,Nivel Alto,Sin Experiencia,16,31,Menos del 25%,True,False,Presencial,Fijo,7,2,2099839.96,True,False,Entregable A,True,Info A
